"obs_beta","true_beta","sim","ts_length","method"
0.308179010454731,0.326,5,3650,"Eke"
0.262976364547638,0.326,5,3650,"AWC"
0.322687652490611,0.326,6,3650,"original"
0.416305479471923,0.326,6,3650,"Eke"
0.365311226923271,0.326,6,3650,"AWC"
0.298475508024169,0.326,7,3650,"original"
0.331288865702883,0.326,7,3650,"Eke"
0.259842350803281,0.326,7,3650,"AWC"
0.277570180523485,0.326,8,3650,"original"
0.220771729891839,0.326,8,3650,"Eke"
0.230512873149312,0.326,8,3650,"AWC"
0.331873906854173,0.326,9,3650,"original"
0.343090983120394,0.326,9,3650,"Eke"
0.278386119829486,0.326,9,3650,"AWC"
0.311362918357027,0.326,10,3650,"original"
0.151154685287085,0.326,10,3650,"Eke"
0.176267021821046,0.326,10,3650,"AWC"
1.8736277889906,2.452,1,1825,"original"
2.62277768696462,2.452,1,1825,"Eke"
2.44127716428602,2.452,1,1825,"AWC"
1.86332396578751,2.452,2,1825,"original"
2.49312113700786,2.452,2,1825,"Eke"
2.356120910014,2.452,2,1825,"AWC"
1.80467196570823,2.452,3,1825,"original"
2.55959259187368,2.452,3,1825,"Eke"
2.48406415053589,2.452,3,1825,"AWC"
2.0295520946261,2.452,4,1825,"original"
2.35666202272457,2.452,4,1825,"Eke"
2.31702955818491,2.452,4,1825,"AWC"
1.8810048785095,2.452,5,1825,"original"
2.55175132800325,2.452,5,1825,"Eke"
2.39288914860893,2.452,5,1825,"AWC"
1.99846942826849,2.452,6,1825,"original"
2.47245046842386,2.452,6,1825,"Eke"
2.35456424450653,2.452,6,1825,"AWC"
1.94112835211103,2.452,7,1825,"original"
2.39259355830369,2.452,7,1825,"Eke"
2.32640672363948,2.452,7,1825,"AWC"
1.80731084328001,2.452,8,1825,"original"
2.59594068625339,2.452,8,1825,"Eke"
2.46275923117381,2.452,8,1825,"AWC"
1.82393099725182,2.452,9,1825,"original"
2.57420863563398,2.452,9,1825,"Eke"
2.50059227780674,2.452,9,1825,"AWC"
1.80821203801674,2.452,10,1825,"original"
2.37363873531062,2.452,10,1825,"Eke"
2.45585800536335,2.452,10,1825,"AWC"
1.81797030947547,2.452,1,3650,"original"
2.27966792793152,2.452,1,3650,"Eke"
2.49344069301268,2.452,1,3650,"AWC"
2.114984981737,2.452,2,3650,"original"
2.59077222175187,2.452,2,3650,"Eke"
2.40527867053232,2.452,2,3650,"AWC"
1.80992931052242,2.452,3,3650,"original"
2.59936036684974,2.452,3,3650,"Eke"
2.58450369352635,2.452,3,3650,"AWC"
1.94424319128683,2.452,4,3650,"original"
2.51313068435124,2.452,4,3650,"Eke"
2.41117841281608,2.452,4,3650,"AWC"
1.81611726722929,2.452,5,3650,"original"
2.54530755437021,2.452,5,3650,"Eke"
2.44196272880412,2.452,5,3650,"AWC"
1.78934654909533,2.452,6,3650,"original"
2.30953234970344,2.452,6,3650,"Eke"
2.23237268828886,2.452,6,3650,"AWC"
1.84521363296613,2.452,7,3650,"original"
2.56303926002382,2.452,7,3650,"Eke"
2.4254781976442,2.452,7,3650,"AWC"
1.78121723323981,2.452,8,3650,"original"
2.40862109997068,2.452,8,3650,"Eke"
2.41317933846008,2.452,8,3650,"AWC"
1.8108194447624,2.452,9,3650,"original"
2.52188882122138,2.452,9,3650,"Eke"
2.58330492101972,2.452,9,3650,"AWC"
1.80031209924833,2.452,10,3650,"original"
2.58016735065427,2.452,10,3650,"Eke"
2.59895877116955,2.452,10,3650,"AWC"
0.0606715945633785,-0.002,1,1825,"original"
0.120861400190035,-0.002,1,1825,"Eke"
0.0382194383167543,-0.002,1,1825,"AWC"
-0.0871402182144887,-0.002,2,1825,"original"
-0.0125439517476622,-0.002,2,1825,"Eke"
-0.105681120335602,-0.002,2,1825,"AWC"
0.0577453471498497,-0.002,3,1825,"original"
0.0853608774509115,-0.002,3,1825,"Eke"
-0.00325484978375346,-0.002,3,1825,"AWC"
0.0382456511806351,-0.002,4,1825,"original"
0.213036485887566,-0.002,4,1825,"Eke"
0.0893559788684715,-0.002,4,1825,"AWC"
-0.0690722974745862,-0.002,5,1825,"original"
-0.135775803871492,-0.002,5,1825,"Eke"
-0.289747665608789,-0.002,5,1825,"AWC"
0.0493905128526806,-0.002,6,1825,"original"
0.0607270092798898,-0.002,6,1825,"Eke"
-0.0814360153541707,-0.002,6,1825,"AWC"
-0.0411856145626628,-0.002,7,1825,"original"
-0.0140794509070365,-0.002,7,1825,"Eke"
0.0454179556510326,-0.002,7,1825,"AWC"
0.00257602859489447,-0.002,8,1825,"original"
0.114342168268383,-0.002,8,1825,"Eke"
-0.0479062899554143,-0.002,8,1825,"AWC"
0.00172639811836565,-0.002,9,1825,"original"
-0.0661123298404182,-0.002,9,1825,"Eke"
-0.0722991453865476,-0.002,9,1825,"AWC"
0.000795090702448261,-0.002,10,1825,"original"
0.194940492940702,-0.002,10,1825,"Eke"
-0.00300087375274871,-0.002,10,1825,"AWC"
0.0102814191124418,-0.002,1,3650,"original"
0.100060433893526,-0.002,1,3650,"Eke"
0.0469758314519896,-0.002,1,3650,"AWC"
0.0250794656889381,-0.002,2,3650,"original"
0.0780930424529759,-0.002,2,3650,"Eke"
0.0527431660434994,-0.002,2,3650,"AWC"
0.0130024778925936,-0.002,3,3650,"original"
0.108362730091723,-0.002,3,3650,"Eke"
0.0485433995959302,-0.002,3,3650,"AWC"
-0.0147670790654217,-0.002,4,3650,"original"
0.0122866824714152,-0.002,4,3650,"Eke"
-0.053994360161272,-0.002,4,3650,"AWC"
0.00383180784563839,-0.002,5,3650,"original"
0.0488341496874064,-0.002,5,3650,"Eke"
0.0477088465115008,-0.002,5,3650,"AWC"
0.0436591437383622,-0.002,6,3650,"original"
0.0939171683417773,-0.002,6,3650,"Eke"
0.0461822602019859,-0.002,6,3650,"AWC"
-0.0464839163218538,-0.002,7,3650,"original"
0.0567341256722279,-0.002,7,3650,"Eke"
-0.0512264796532367,-0.002,7,3650,"AWC"
-0.0220622178925387,-0.002,8,3650,"original"
0.0768619817325909,-0.002,8,3650,"Eke"
-0.0402445426733891,-0.002,8,3650,"AWC"
0.0391296275451207,-0.002,9,3650,"original"
0.216395137430335,-0.002,9,3650,"Eke"
0.072148712864588,-0.002,9,3650,"AWC"
0.0431102531819978,-0.002,10,3650,"original"
-0.0684879802996134,-0.002,10,3650,"Eke"
0.00202854965951083,-0.002,10,3650,"AWC"
1.53976177553232,1.643,1,1825,"original"
1.63862624115205,1.643,1,1825,"Eke"
1.57519665414289,1.643,1,1825,"AWC"
1.49597875561062,1.643,2,1825,"original"
1.72391784299587,1.643,2,1825,"Eke"
1.75930050496751,1.643,2,1825,"AWC"
1.52075547909683,1.643,3,1825,"original"
1.66157081844824,1.643,3,1825,"Eke"
1.71124119130969,1.643,3,1825,"AWC"
1.55385466781658,1.643,4,1825,"original"
1.52692808443085,1.643,4,1825,"Eke"
1.57999978613756,1.643,4,1825,"AWC"
1.40608021008941,1.643,5,1825,"original"
1.60054729575212,1.643,5,1825,"Eke"
1.55148130789987,1.643,5,1825,"AWC"
1.48510793509196,1.643,6,1825,"original"
1.42168331223687,1.643,6,1825,"Eke"
1.46244927168536,1.643,6,1825,"AWC"
1.59502837250268,1.643,7,1825,"original"
1.50789142486552,1.643,7,1825,"Eke"
1.55656376079647,1.643,7,1825,"AWC"
1.53761532453245,1.643,8,1825,"original"
1.96342745606326,1.643,8,1825,"Eke"
1.63532590670415,1.643,8,1825,"AWC"
1.70051361859603,1.643,9,1825,"original"
1.57165283779489,1.643,9,1825,"Eke"
1.68324684949689,1.643,9,1825,"AWC"
1.44229006837637,1.643,10,1825,"original"
1.46164161504901,1.643,10,1825,"Eke"
1.5160486703635,1.643,10,1825,"AWC"
1.49369814646462,1.643,1,3650,"original"
1.5257390748425,1.643,1,3650,"Eke"
1.52888025879031,1.643,1,3650,"AWC"
1.45596497422057,1.643,2,3650,"original"
1.60834500882876,1.643,2,3650,"Eke"
1.53475593353139,1.643,2,3650,"AWC"
1.51744071254758,1.643,3,3650,"original"
1.67398001021819,1.643,3,3650,"Eke"
1.5744336506985,1.643,3,3650,"AWC"
1.44290290518617,1.643,4,3650,"original"
1.4300733419836,1.643,4,3650,"Eke"
1.54394759303974,1.643,4,3650,"AWC"
1.49317423164963,1.643,5,3650,"original"
1.70207824010303,1.643,5,3650,"Eke"
1.5965012664738,1.643,5,3650,"AWC"
1.49290093759778,1.643,6,3650,"original"
1.73339530853328,1.643,6,3650,"Eke"
1.54158600389375,1.643,6,3650,"AWC"
1.53541587345305,1.643,7,3650,"original"
1.69303634194332,1.643,7,3650,"Eke"
1.60418107967553,1.643,7,3650,"AWC"
1.50462658920887,1.643,8,3650,"original"
1.72142062795728,1.643,8,3650,"Eke"
1.62870854100044,1.643,8,3650,"AWC"
1.44455129204718,1.643,9,3650,"original"
1.74671626303265,1.643,9,3650,"Eke"
1.57674798536306,1.643,9,3650,"AWC"
1.46679500004804,1.643,10,3650,"original"
1.62311546319054,1.643,10,3650,"Eke"
1.59120065191472,1.643,10,3650,"AWC"
1.8007638184838,2.872,1,1825,"original"
3.09205664422976,2.872,1,1825,"Eke"
2.80934033466851,2.872,1,1825,"AWC"
1.8029010918796,2.872,2,1825,"original"
3.20677736380238,2.872,2,1825,"Eke"
2.81674564023867,2.872,2,1825,"AWC"
1.80407937954309,2.872,3,1825,"original"
2.87212381467716,2.872,3,1825,"Eke"
2.77048689924728,2.872,3,1825,"AWC"
1.8065677609599,2.872,4,1825,"original"
2.97467160755322,2.872,4,1825,"Eke"
2.77576371390202,2.872,4,1825,"AWC"
1.79970796910849,2.872,5,1825,"original"
2.89470346300942,2.872,5,1825,"Eke"
2.68698899794312,2.872,5,1825,"AWC"
1.77842274875084,2.872,6,1825,"original"
2.90006029771219,2.872,6,1825,"Eke"
2.66332615605909,2.872,6,1825,"AWC"
1.79948627064256,2.872,7,1825,"original"
3.08028845056572,2.872,7,1825,"Eke"
2.80079933477083,2.872,7,1825,"AWC"
1.79812415578861,2.872,8,1825,"original"
3.03100396757078,2.872,8,1825,"Eke"
2.73745024687599,2.872,8,1825,"AWC"
1.80073755892265,2.872,9,1825,"original"
3.06911405588573,2.872,9,1825,"Eke"
2.73859343339038,2.872,9,1825,"AWC"
1.80964210640995,2.872,10,1825,"original"
3.1243068472521,2.872,10,1825,"Eke"
2.78861177225031,2.872,10,1825,"AWC"
1.80628206744911,2.872,1,3650,"original"
2.91121094928489,2.872,1,3650,"Eke"
2.82124235778047,2.872,1,3650,"AWC"
1.8024300864877,2.872,2,3650,"original"
2.90324421192193,2.872,2,3650,"Eke"
2.84780295771209,2.872,2,3650,"AWC"
1.80204618378684,2.872,3,3650,"original"
3.00816800166664,2.872,3,3650,"Eke"
2.86256744487511,2.872,3,3650,"AWC"
1.80232608885888,2.872,4,3650,"original"
2.90377259231395,2.872,4,3650,"Eke"
2.76202546125564,2.872,4,3650,"AWC"
1.80355352504527,2.872,5,3650,"original"
3.12316878064715,2.872,5,3650,"Eke"
2.84116974288669,2.872,5,3650,"AWC"
1.7970662922644,2.872,6,3650,"original"
2.92653852783404,2.872,6,3650,"Eke"
2.79373217734983,2.872,6,3650,"AWC"
1.80398190812803,2.872,7,3650,"original"
3.07318824131671,2.872,7,3650,"Eke"
2.84478490812074,2.872,7,3650,"AWC"
1.79920364644949,2.872,8,3650,"original"
3.02033754875742,2.872,8,3650,"Eke"
2.77414092271132,2.872,8,3650,"AWC"
1.80182085855759,2.872,9,3650,"original"
3.03740806009005,2.872,9,3650,"Eke"
2.81660546822113,2.872,9,3650,"AWC"
1.79266172536892,2.872,10,3650,"original"
2.84258000872579,2.872,10,3650,"Eke"
2.77349674459984,2.872,10,3650,"AWC"
1.43950091599348,1.604,1,1825,"original"
1.48965013217403,1.604,1,1825,"Eke"
1.48222210822772,1.604,1,1825,"AWC"
1.64246205685345,1.604,2,1825,"original"
1.89633347809657,1.604,2,1825,"Eke"
1.66492633875219,1.604,2,1825,"AWC"
1.56159981983243,1.604,3,1825,"original"
1.67258689356202,1.604,3,1825,"Eke"
1.53404994531174,1.604,3,1825,"AWC"
1.47866548458703,1.604,4,1825,"original"
1.73432894976893,1.604,4,1825,"Eke"
1.55919333674744,1.604,4,1825,"AWC"
1.51413012276041,1.604,5,1825,"original"
1.84937889788938,1.604,5,1825,"Eke"
1.68962225536151,1.604,5,1825,"AWC"
1.58673886747771,1.604,6,1825,"original"
1.47874437603859,1.604,6,1825,"Eke"
1.48163278979411,1.604,6,1825,"AWC"
1.487611829326,1.604,7,1825,"original"
1.71494880560579,1.604,7,1825,"Eke"
1.4737790378607,1.604,7,1825,"AWC"
1.51239610402006,1.604,8,1825,"original"
1.61557054126248,1.604,8,1825,"Eke"
1.57165338073196,1.604,8,1825,"AWC"
1.46165745662636,1.604,9,1825,"original"
1.76184223391829,1.604,9,1825,"Eke"
1.50813480922995,1.604,9,1825,"AWC"
1.43317815361968,1.604,10,1825,"original"
1.47129162874427,1.604,10,1825,"Eke"
1.51287112368013,1.604,10,1825,"AWC"
1.59174127637866,1.604,1,3650,"original"
1.57739094817314,1.604,1,3650,"Eke"
1.59733233652076,1.604,1,3650,"AWC"
1.45936823648521,1.604,2,3650,"original"
1.62928992013748,1.604,2,3650,"Eke"
1.65956480898644,1.604,2,3650,"AWC"
1.48253205884948,1.604,3,3650,"original"
1.72678444855874,1.604,3,3650,"Eke"
1.61495478041496,1.604,3,3650,"AWC"
1.49017395359251,1.604,4,3650,"original"
1.33925038535688,1.604,4,3650,"Eke"
1.53479282552537,1.604,4,3650,"AWC"
1.4622975959497,1.604,5,3650,"original"
1.61303754270559,1.604,5,3650,"Eke"
1.4872875597151,1.604,5,3650,"AWC"
1.48115997842121,1.604,6,3650,"original"
1.63840683817954,1.604,6,3650,"Eke"
1.6189568307956,1.604,6,3650,"AWC"
1.44240190691666,1.604,7,3650,"original"
1.49368433341104,1.604,7,3650,"Eke"
1.58736787780726,1.604,7,3650,"AWC"
1.47045017054716,1.604,8,3650,"original"
1.718337923797,1.604,8,3650,"Eke"
1.57864177733842,1.604,8,3650,"AWC"
1.45838272349523,1.604,9,3650,"original"
1.62884476159941,1.604,9,3650,"Eke"
1.54451444903903,1.604,9,3650,"AWC"
1.56247687119661,1.604,10,3650,"original"
1.83324130745185,1.604,10,3650,"Eke"
1.60278474093679,1.604,10,3650,"AWC"
-0.273355361125564,-0.335,1,1825,"original"
-0.108686113034643,-0.335,1,1825,"Eke"
-0.341487212851362,-0.335,1,1825,"AWC"
-0.36990585018587,-0.335,2,1825,"original"
-0.371370151795402,-0.335,2,1825,"Eke"
-0.312038358795889,-0.335,2,1825,"AWC"
-0.250945807326758,-0.335,3,1825,"original"
-0.331977269742308,-0.335,3,1825,"Eke"
-0.347444070258835,-0.335,3,1825,"AWC"
-0.278451707270265,-0.335,4,1825,"original"
-0.337817459904097,-0.335,4,1825,"Eke"
-0.319601474846066,-0.335,4,1825,"AWC"
-0.308012373434969,-0.335,5,1825,"original"
-0.480229140960388,-0.335,5,1825,"Eke"
-0.421119491564681,-0.335,5,1825,"AWC"
-0.324971449553522,-0.335,6,1825,"original"
-0.277107762148302,-0.335,6,1825,"Eke"
-0.406246113888992,-0.335,6,1825,"AWC"
-0.34333426312431,-0.335,7,1825,"original"
-0.355494113831494,-0.335,7,1825,"Eke"
-0.352416175460082,-0.335,7,1825,"AWC"
-0.288323214825353,-0.335,8,1825,"original"
-0.386964620876757,-0.335,8,1825,"Eke"
-0.351314816942016,-0.335,8,1825,"AWC"
-0.347873217300217,-0.335,9,1825,"original"
-0.333183888325767,-0.335,9,1825,"Eke"
-0.395477631619274,-0.335,9,1825,"AWC"
-0.254991165374177,-0.335,10,1825,"original"
-0.482578650464066,-0.335,10,1825,"Eke"
-0.414164412500983,-0.335,10,1825,"AWC"
-0.259514004886618,-0.335,1,3650,"original"
-0.29030794300466,-0.335,1,3650,"Eke"
-0.347008589357938,-0.335,1,3650,"AWC"
-0.231230714416117,-0.335,2,3650,"original"
-0.273016766688868,-0.335,2,3650,"Eke"
-0.292853032497114,-0.335,2,3650,"AWC"
-0.284590648441769,-0.335,3,3650,"original"
-0.0801531216018582,-0.335,3,3650,"Eke"
-0.199633169404392,-0.335,3,3650,"AWC"
-0.357964849527438,-0.335,4,3650,"original"
-0.16692473525474,-0.335,4,3650,"Eke"
-0.404084848727661,-0.335,4,3650,"AWC"
-0.305697114400936,-0.335,5,3650,"original"
-0.365106343768583,-0.335,5,3650,"Eke"
-0.382052259387377,-0.335,5,3650,"AWC"
-0.35056350367183,-0.335,6,3650,"original"
-0.448695601036102,-0.335,6,3650,"Eke"
-0.356685623257758,-0.335,6,3650,"AWC"
-0.260315516830159,-0.335,7,3650,"original"
-0.48620750566117,-0.335,7,3650,"Eke"
-0.445141426995631,-0.335,7,3650,"AWC"
-0.277669081835569,-0.335,8,3650,"original"
-0.238011960077275,-0.335,8,3650,"Eke"
-0.382376190294612,-0.335,8,3650,"AWC"
-0.307611708054376,-0.335,9,3650,"original"
-0.136178120372288,-0.335,9,3650,"Eke"
-0.292681022396225,-0.335,9,3650,"AWC"
-0.33742731818204,-0.335,10,3650,"original"
-0.400772932324224,-0.335,10,3650,"Eke"
-0.431203909399277,-0.335,10,3650,"AWC"
0.254011992269833,0.323,1,1825,"original"
0.184253657381469,0.323,1,1825,"Eke"
0.218864543060681,0.323,1,1825,"AWC"
0.375478548245219,0.323,2,1825,"original"
0.408516116772839,0.323,2,1825,"Eke"
0.30583054616698,0.323,2,1825,"AWC"
0.305461742896884,0.323,3,1825,"original"
0.454034045094573,0.323,3,1825,"Eke"
0.237631785318984,0.323,3,1825,"AWC"
0.282598753930871,0.323,4,1825,"original"
0.560598537212114,0.323,4,1825,"Eke"
0.332702553549218,0.323,4,1825,"AWC"
0.3416654262617,0.323,5,1825,"original"
0.20693810404387,0.323,5,1825,"Eke"
0.296820720135635,0.323,5,1825,"AWC"
0.296607341445677,0.323,6,1825,"original"
0.181451313538512,0.323,6,1825,"Eke"
0.193028546368895,0.323,6,1825,"AWC"
0.364283430799424,0.323,7,1825,"original"
0.327270029171289,0.323,7,1825,"Eke"
0.239535204679172,0.323,7,1825,"AWC"
0.240257866638172,0.323,8,1825,"original"
0.285253835571124,0.323,8,1825,"Eke"
0.204497026193352,0.323,8,1825,"AWC"
0.334375033753745,0.323,9,1825,"original"
0.315930156655521,0.323,9,1825,"Eke"
0.323749005207373,0.323,9,1825,"AWC"
0.31496246509027,0.323,10,1825,"original"
0.333620060072716,0.323,10,1825,"Eke"
0.319277074837074,0.323,10,1825,"AWC"
0.280572905708631,0.323,1,3650,"original"
0.381904513629877,0.323,1,3650,"Eke"
0.233174849239106,0.323,1,3650,"AWC"
0.303545233962687,0.323,2,3650,"original"
0.373489375141748,0.323,2,3650,"Eke"
0.314182513026765,0.323,2,3650,"AWC"
0.242345825753308,0.323,3,3650,"original"
0.224588999271666,0.323,3,3650,"Eke"
0.253232467778663,0.323,3,3650,"AWC"
0.282586921620349,0.323,4,3650,"original"
0.364806949669598,0.323,4,3650,"Eke"
0.287785109957984,0.323,4,3650,"AWC"
0.342385148896181,0.323,5,3650,"original"
0.40450556243373,0.323,5,3650,"Eke"
0.256349506311503,0.323,5,3650,"AWC"
0.246042689216159,0.323,6,3650,"original"
0.329586255841552,0.323,6,3650,"Eke"
0.347734188078201,0.323,6,3650,"AWC"
0.252449803786632,0.323,7,3650,"original"
0.399846391804401,0.323,7,3650,"Eke"
0.340281048845631,0.323,7,3650,"AWC"
0.303049401379434,0.323,8,3650,"original"
0.425921840185782,0.323,8,3650,"Eke"
0.37444503509002,0.323,8,3650,"AWC"
0.254258872602376,0.323,9,3650,"original"
0.37790055557854,0.323,9,3650,"Eke"
0.286129157452829,0.323,9,3650,"AWC"
0.28827329202876,0.323,10,3650,"original"
0.192538535121676,0.323,10,3650,"Eke"
0.220742936558612,0.323,10,3650,"AWC"
0.332664613947921,0.356,1,1825,"original"
0.345388565833031,0.356,1,1825,"Eke"
0.16689524788932,0.356,1,1825,"AWC"
0.376409912283298,0.356,2,1825,"original"
0.185066710299672,0.356,2,1825,"Eke"
0.257474648108497,0.356,2,1825,"AWC"
0.414305682478418,0.356,3,1825,"original"
0.21541976398293,0.356,3,1825,"Eke"
0.345439613307088,0.356,3,1825,"AWC"
0.290065620363425,0.356,4,1825,"original"
0.0965196456225624,0.356,4,1825,"Eke"
0.197209550534929,0.356,4,1825,"AWC"
0.29667935683058,0.356,5,1825,"original"
0.366279116196793,0.356,5,1825,"Eke"
0.372737124077555,0.356,5,1825,"AWC"
0.33538162083342,0.356,6,1825,"original"
0.373167545376311,0.356,6,1825,"Eke"
0.37889909034824,0.356,6,1825,"AWC"
0.374559172199945,0.356,7,1825,"original"
0.234121268329756,0.356,7,1825,"Eke"
0.278776391502562,0.356,7,1825,"AWC"
0.352685927740596,0.356,8,1825,"original"
0.308062346585072,0.356,8,1825,"Eke"
0.18072274109876,0.356,8,1825,"AWC"
0.322340753397133,0.356,9,1825,"original"
0.145639054901761,0.356,9,1825,"Eke"
0.397357168472014,0.356,9,1825,"AWC"
0.369938626312654,0.356,10,1825,"original"
0.51879256993671,0.356,10,1825,"Eke"
0.393931147897586,0.356,10,1825,"AWC"
0.341497096603567,0.356,1,3650,"original"
0.370577808434557,0.356,1,3650,"Eke"
0.431052897838306,0.356,1,3650,"AWC"
0.315305582068742,0.356,2,3650,"original"
0.422111427387048,0.356,2,3650,"Eke"
0.340261624688776,0.356,2,3650,"AWC"
0.290393111881378,0.356,3,3650,"original"
0.371639647460705,0.356,3,3650,"Eke"
0.356603644117652,0.356,3,3650,"AWC"
0.263329125688101,0.356,4,3650,"original"
0.412747673832657,0.356,4,3650,"Eke"
0.344687793769607,0.356,4,3650,"AWC"
0.355833058446402,0.356,5,3650,"original"
0.388077949683339,0.356,5,3650,"Eke"
0.238771358618236,0.356,5,3650,"AWC"
0.316115064589882,0.356,6,3650,"original"
0.349816507421973,0.356,6,3650,"Eke"
0.224929580753415,0.356,6,3650,"AWC"
0.332988642817195,0.356,7,3650,"original"
0.466112649655772,0.356,7,3650,"Eke"
0.392438508961854,0.356,7,3650,"AWC"
0.334019018324852,0.356,8,3650,"original"
0.482899505376971,0.356,8,3650,"Eke"
0.387878644200043,0.356,8,3650,"AWC"
0.345179548937893,0.356,9,3650,"original"
0.566385534167202,0.356,9,3650,"Eke"
0.376138843479753,0.356,9,3650,"AWC"
0.337121192758064,0.356,10,3650,"original"
0.444661636128406,0.356,10,3650,"Eke"
0.26459019449998,0.356,10,3650,"AWC"
0.197406053608513,0.189,1,1825,"original"
0.382260732288546,0.189,1,1825,"Eke"
0.292631468170387,0.189,1,1825,"AWC"
0.238157922957384,0.189,2,1825,"original"
0.0207652188265275,0.189,2,1825,"Eke"
0.10615824782532,0.189,2,1825,"AWC"
0.145611011724418,0.189,3,1825,"original"
0.329234139994695,0.189,3,1825,"Eke"
0.153456057988443,0.189,3,1825,"AWC"
0.161640060887539,0.189,4,1825,"original"
0.0557074780813343,0.189,4,1825,"Eke"
0.157616547299301,0.189,4,1825,"AWC"
0.0763560482228297,0.189,5,1825,"original"
-0.101560065908695,0.189,5,1825,"Eke"
-0.0287624360396916,0.189,5,1825,"AWC"
0.154395912631811,0.189,6,1825,"original"
-0.0292125539198558,0.189,6,1825,"Eke"
0.174955116775005,0.189,6,1825,"AWC"
0.159152882140686,0.189,7,1825,"original"
0.318305177133963,0.189,7,1825,"Eke"
0.211351537411367,0.189,7,1825,"AWC"
0.149898927607153,0.189,8,1825,"original"
0.214244802414896,0.189,8,1825,"Eke"
0.165459904209009,0.189,8,1825,"AWC"
0.252488665894819,0.189,9,1825,"original"
0.397875536452126,0.189,9,1825,"Eke"
0.278931119795682,0.189,9,1825,"AWC"
0.0845055879756382,0.189,10,1825,"original"
0.0397636561092476,0.189,10,1825,"Eke"
-0.0209042081426507,0.189,10,1825,"AWC"
0.187847675324948,0.189,1,3650,"original"
0.274968221216423,0.189,1,3650,"Eke"
0.15155452974804,0.189,1,3650,"AWC"
0.19294278721362,0.189,2,3650,"original"
0.160430755380495,0.189,2,3650,"Eke"
0.126378967174113,0.189,2,3650,"AWC"
0.0925009197156127,0.189,3,3650,"original"
0.302443600903162,0.189,3,3650,"Eke"
0.188083107531685,0.189,3,3650,"AWC"
0.189253719706111,0.189,4,3650,"original"
0.143586405498064,0.189,4,3650,"Eke"
0.193853304958523,0.189,4,3650,"AWC"
0.153984164792208,0.189,5,3650,"original"
0.0928575076331064,0.189,5,3650,"Eke"
0.0848170576045084,0.189,5,3650,"AWC"
0.20687083109177,0.189,6,3650,"original"
0.245120538715388,0.189,6,3650,"Eke"
0.145994394382539,0.189,6,3650,"AWC"
0.112550466605574,0.189,7,3650,"original"
-0.0185410035218394,0.189,7,3650,"Eke"
0.054468027623608,0.189,7,3650,"AWC"
0.156944493656927,0.189,8,3650,"original"
0.270524263351065,0.189,8,3650,"Eke"
0.200170017136068,0.189,8,3650,"AWC"
0.213600808208472,0.189,9,3650,"original"
0.240562740518844,0.189,9,3650,"Eke"
0.208447658040092,0.189,9,3650,"AWC"
0.170565639017911,0.189,10,3650,"original"
0.0490123477562451,0.189,10,3650,"Eke"
0.112666555351185,0.189,10,3650,"AWC"
1.35780362609975,1.499,1,1825,"original"
1.50999847019864,1.499,1,1825,"Eke"
1.50343361913275,1.499,1,1825,"AWC"
1.34220467061837,1.499,2,1825,"original"
1.84819945034089,1.499,2,1825,"Eke"
1.52406425905796,1.499,2,1825,"AWC"
1.34811772596057,1.499,3,1825,"original"
1.63365012049454,1.499,3,1825,"Eke"
1.44716855788188,1.499,3,1825,"AWC"
1.40839381284786,1.499,4,1825,"original"
1.29980542849354,1.499,4,1825,"Eke"
1.43094532990118,1.499,4,1825,"AWC"
1.39148073593293,1.499,5,1825,"original"
1.54313453382883,1.499,5,1825,"Eke"
1.43003821158339,1.499,5,1825,"AWC"
1.38869354678387,1.499,6,1825,"original"
1.2901451583205,1.499,6,1825,"Eke"
1.44662318753073,1.499,6,1825,"AWC"
1.4484750501353,1.499,7,1825,"original"
1.67520139759327,1.499,7,1825,"Eke"
1.37507340864618,1.499,7,1825,"AWC"
1.31897441605021,1.499,8,1825,"original"
1.76572793569379,1.499,8,1825,"Eke"
1.51620520050713,1.499,8,1825,"AWC"
1.45955736721087,1.499,9,1825,"original"
1.28677461075771,1.499,9,1825,"Eke"
1.40414194747016,1.499,9,1825,"AWC"
1.33899664228337,1.499,10,1825,"original"
1.16883006267253,1.499,10,1825,"Eke"
1.33093024781788,1.499,10,1825,"AWC"
1.36330776653814,1.499,1,3650,"original"
1.47697982702778,1.499,1,3650,"Eke"
1.44292911460973,1.499,1,3650,"AWC"
1.32373089764809,1.499,2,3650,"original"
1.58581083286171,1.499,2,3650,"Eke"
1.42659226207879,1.499,2,3650,"AWC"
1.30491411116623,1.499,3,3650,"original"
1.73234692807717,1.499,3,3650,"Eke"
1.42707364395401,1.499,3,3650,"AWC"
1.33495080243098,1.499,4,3650,"original"
1.41273189959712,1.499,4,3650,"Eke"
1.40219851422403,1.499,4,3650,"AWC"
1.33488396896759,1.499,5,3650,"original"
1.49805546532449,1.499,5,3650,"Eke"
1.35224798638606,1.499,5,3650,"AWC"
1.31870984440253,1.499,6,3650,"original"
1.5439715415779,1.499,6,3650,"Eke"
1.40986418747129,1.499,6,3650,"AWC"
1.35109831807057,1.499,7,3650,"original"
1.47119779319823,1.499,7,3650,"Eke"
1.36423788669848,1.499,7,3650,"AWC"
1.44554409743095,1.499,8,3650,"original"
1.55143098682239,1.499,8,3650,"Eke"
1.56162935420014,1.499,8,3650,"AWC"
1.35553349395556,1.499,9,3650,"original"
1.44702588776012,1.499,9,3650,"Eke"
