"time_window_width","Time series type","time_series_type","ts_type","term","estimate","std.error","statistic","p.value","conf.low","conf.high","simulation_num"
"7 years","exp_PSD_low_ns","Stable autocorrelation","Original simulation","window_start_year",2.56420530752423e-07,5.2133876852401e-07,0.49185011020452,0.62474785015922,-7.87946518668878e-07,1.30078758017372e-06,86
"8 years","exp_PSD_low_cnd","Decreasing autocorrelation","Corrected simulation","window_start_year",-7.66793377822887e-07,3.78715057585525e-07,-2.02472376649488,0.0483631531147065,-1.52784977947473e-06,-5.73697617104283e-09,86
"8 years","exp_PSD_low_cni","Increasing autocorrelation","Corrected simulation","window_start_year",7.96759123229804e-07,3.73321142319725e-07,2.1342459156718,0.0378517147537029,4.65422001272845e-08,1.54697604633232e-06,86
"8 years","exp_PSD_low_cns","Stable autocorrelation","Corrected simulation","window_start_year",-4.93613048471195e-07,4.01156787500036e-07,-1.23047412845071,0.224394039425604,-1.29976779483758e-06,3.12541697895195e-07,86
"8 years","exp_PSD_low_nd","Decreasing autocorrelation","Original simulation","window_start_year",-4.92444854838195e-07,5.69086425020341e-07,-0.865325253225981,0.391077255909949,-1.63606684234548e-06,6.51177132669088e-07,86
"8 years","exp_PSD_low_ni","Increasing autocorrelation","Original simulation","window_start_year",7.97371798239377e-07,5.73067656717231e-07,1.3914095288627,0.170386477792614,-3.54250773899251e-07,1.948994370378e-06,86
"8 years","exp_PSD_low_ns","Stable autocorrelation","Original simulation","window_start_year",-3.9150395026977e-08,5.89002307312908e-07,-0.066469001124266,0.947274905706304,-1.22279484641498e-06,1.14449405636103e-06,86
"9 years","exp_PSD_low_cnd","Decreasing autocorrelation","Corrected simulation","window_start_year",-1.16700882752921e-06,3.9436243690492e-07,-2.9592291717443,0.00499903410669224,-1.96231647770383e-06,-3.71701177354582e-07,86
"9 years","exp_PSD_low_cni","Increasing autocorrelation","Corrected simulation","window_start_year",1.40889249643309e-07,3.33102337387817e-07,0.422960855658235,0.674431684234052,-5.30875635711257e-07,8.12654134997875e-07,86
"9 years","exp_PSD_low_cns","Stable autocorrelation","Corrected simulation","window_start_year",-5.7604128140996e-07,3.76517226844579e-07,-1.52992012141782,0.133360612809498,-1.33536063566232e-06,1.83278072842396e-07,86
"9 years","exp_PSD_low_nd","Decreasing autocorrelation","Original simulation","window_start_year",-3.2991870511608e-07,6.91919533784505e-07,-0.476816579106483,0.63590708878614,-1.72530743139264e-06,1.06547002116048e-06,86
"9 years","exp_PSD_low_ni","Increasing autocorrelation","Original simulation","window_start_year",7.25275120188684e-07,5.67336079389166e-07,1.27838709106878,0.207970387039119,-4.18867125455943e-07,1.86941736583331e-06,86
"9 years","exp_PSD_low_ns","Stable autocorrelation","Original simulation","window_start_year",6.81081040494541e-07,6.91208357721544e-07,0.98534838719198,0.329965115066724,-7.12873462563572e-07,2.07503554355265e-06,86
"10 years","exp_PSD_low_cnd","Decreasing autocorrelation","Corrected simulation","window_start_year",-4.30386224912626e-07,3.67520457719746e-07,-1.17105378999288,0.248682652263253,-1.17376651767011e-06,3.12994067844858e-07,87
"10 years","exp_PSD_low_cni","Increasing autocorrelation","Corrected simulation","window_start_year",6.4486585974336e-07,3.46957045195833e-07,1.85863313246566,0.0706378943653519,-5.69210052170346e-08,1.34665272470376e-06,87
"10 years","exp_PSD_low_cns","Stable autocorrelation","Corrected simulation","window_start_year",-1.95616223713029e-07,3.69179623370042e-07,-0.529867336467148,0.599207736522575,-9.42352495766205e-07,5.51120048340146e-07,87
"10 years","exp_PSD_low_nd","Decreasing autocorrelation","Original simulation","window_start_year",-2.8857081208882e-07,5.21974911271342e-07,-0.552844218864784,0.583525260975693,-1.34436472560436e-06,7.67223101426717e-07,87
"10 years","exp_PSD_low_ni","Increasing autocorrelation","Original simulation","window_start_year",6.14644555132117e-07,6.08575522893176e-07,1.00997252109334,0.318733800799625,-6.16315629180534e-07,1.84560473944477e-06,87
"10 years","exp_PSD_low_ns","Stable autocorrelation","Original simulation","window_start_year",-8.44738184894476e-07,6.46092441916089e-07,-1.3074571533282,0.1987132031721,-2.15158350066253e-06,4.62107130873576e-07,87
"5 years","exp_PSD_low_cnd","Decreasing autocorrelation","Corrected simulation","window_start_year",-3.5497422974434e-07,3.83829294085765e-07,-0.924823183675561,0.35783919411928,-1.11881886791034e-06,4.08870408421656e-07,87
"5 years","exp_PSD_low_cni","Increasing autocorrelation","Corrected simulation","window_start_year",3.50094589521419e-07,3.69802669017289e-07,0.94670649741863,0.346639192629983,-3.85836175172153e-07,1.08602535421499e-06,87
"5 years","exp_PSD_low_cns","Stable autocorrelation","Corrected simulation","window_start_year",3.44241040247312e-08,3.92707322685603e-07,0.0876584215168574,0.930367218741745,-7.47088374110654e-07,8.15936582160117e-07,87
"5 years","exp_PSD_low_nd","Decreasing autocorrelation","Original simulation","window_start_year",-3.61549625210325e-07,5.16253308868099e-07,-0.700333768325929,0.48575066869781,-1.3889264512903e-06,6.65827200869653e-07,87
"5 years","exp_PSD_low_ni","Increasing autocorrelation","Original simulation","window_start_year",1.45604955942865e-07,4.69405548373843e-07,0.310190104158937,0.757223035730146,-7.88541855609804e-07,1.07975176749553e-06,87
"5 years","exp_PSD_low_ns","Stable autocorrelation","Original simulation","window_start_year",-1.40168650818718e-07,5.10713869798608e-07,-0.274456323017019,0.784441450357153,-1.15652164183223e-06,8.76184340194797e-07,87
"6 years","exp_PSD_low_cnd","Decreasing autocorrelation","Corrected simulation","window_start_year",-3.13406998810367e-07,3.34259103878815e-07,-0.937616941987591,0.351859825026684,-9.80776832325694e-07,3.5396283470496e-07,87
"6 years","exp_PSD_low_cni","Increasing autocorrelation","Corrected simulation","window_start_year",2.63959849688871e-07,3.50099480424169e-07,0.753956702160956,0.453556764183987,-4.35036316019717e-07,9.62956015397458e-07,87
"6 years","exp_PSD_low_cns","Stable autocorrelation","Corrected simulation","window_start_year",1.13488383592417e-07,4.01356407895528e-07,0.282762107094496,0.778244138424059,-6.87845539730305e-07,9.14822306915139e-07,87
"6 years","exp_PSD_low_nd","Decreasing autocorrelation","Original simulation","window_start_year",-3.49955672642161e-07,4.60719388648043e-07,-0.759585294791018,0.450207154136886,-1.26981161113831e-06,5.69900265853983e-07,87
"6 years","exp_PSD_low_ni","Increasing autocorrelation","Original simulation","window_start_year",-6.58078043157967e-08,4.76037339817265e-07,-0.138240845436743,0.890470989990128,-1.01624701908766e-06,8.84631410456064e-07,87
"6 years","exp_PSD_low_ns","Stable autocorrelation","Original simulation","window_start_year",-6.8851218680751e-07,5.18051537613675e-07,-1.32904187482781,0.188410476088855,-1.72283545399051e-06,3.4581108037549e-07,87
"7 years","exp_PSD_low_cnd","Decreasing autocorrelation","Corrected simulation","window_start_year",-3.9669053048366e-07,3.4628738093214e-07,-1.14555294915987,0.256852176621891,-1.09038751239011e-06,2.97006451422786e-07,87
"7 years","exp_PSD_low_cni","Increasing autocorrelation","Corrected simulation","window_start_year",4.11842331305732e-07,3.45781352869746e-07,1.19104841220536,0.238658534116523,-2.80840954581247e-07,1.10452561719271e-06,87
"7 years","exp_PSD_low_cns","Stable autocorrelation","Corrected simulation","window_start_year",2.88216807014782e-07,3.92030945658181e-07,0.735188918647468,0.46529236454098,-4.97115546376123e-07,1.07354916040569e-06,87
"7 years","exp_PSD_low_nd","Decreasing autocorrelation","Original simulation","window_start_year",-6.46335124178898e-07,4.94084578318227e-07,-1.30814672738604,0.196167778038147,-1.63610547002075e-06,3.43435221662954e-07,87
"7 years","exp_PSD_low_ni","Increasing autocorrelation","Original simulation","window_start_year",-3.57240162348062e-08,5.4881336450082e-07,-0.0650931966048229,0.94833161628956,-1.13512929505075e-06,1.06368126258114e-06,87
"7 years","exp_PSD_low_ns","Stable autocorrelation","Original simulation","window_start_year",-3.99226567459062e-07,6.05683934222042e-07,-0.659133493398401,0.512511442288698,-1.61255728724463e-06,8.14104152326509e-07,87
"8 years","exp_PSD_low_cnd","Decreasing autocorrelation","Corrected simulation","window_start_year",-3.99077940495016e-07,3.70795439608462e-07,-1.07627521232845,0.287074924884217,-1.14421927397263e-06,3.46063392982599e-07,87
"8 years","exp_PSD_low_cni","Increasing autocorrelation","Corrected simulation","window_start_year",8.09489500862008e-07,3.22386162273117e-07,2.51093128549428,0.0153895772122097,1.61630252364822e-07,1.45734874935919e-06,87
"8 years","exp_PSD_low_cns","Stable autocorrelation","Corrected simulation","window_start_year",-2.83439826603958e-07,3.90525136589376e-07,-0.725791504944752,0.471419116353101,-1.06822947057048e-06,5.01349817362566e-07,87
"8 years","exp_PSD_low_nd","Decreasing autocorrelation","Original simulation","window_start_year",-2.65651266173651e-07,5.54332645580573e-07,-0.479227172152967,0.633908936970099,-1.37962442386471e-06,8.48321891517408e-07,87
"8 years","exp_PSD_low_ni","Increasing autocorrelation","Original simulation","window_start_year",4.13202272927382e-07,5.32190330472915e-07,0.776418227216196,0.441233940512366,-6.56274236630614e-07,1.48267878248538e-06,87
"8 years","exp_PSD_low_ns","Stable autocorrelation","Original simulation","window_start_year",-9.29022940245807e-07,5.66490115946007e-07,-1.63996319458176,0.107417924982672,-2.06742744932937e-06,2.0938156883776e-07,87
"9 years","exp_PSD_low_cnd","Decreasing autocorrelation","Corrected simulation","window_start_year",-7.80570777290151e-07,3.99122857028368e-07,-1.95571554859528,0.0570161493750044,-1.58547872959278e-06,2.43371750124811e-08,87
"9 years","exp_PSD_low_cni","Increasing autocorrelation","Corrected simulation","window_start_year",8.31334630677125e-07,3.92801578644059e-07,2.11642385335332,0.0401357149475002,3.91747511812773e-08,1.62349451017297e-06,87
"9 years","exp_PSD_low_cns","Stable autocorrelation","Corrected simulation","window_start_year",1.33190941013099e-08,3.39990405118713e-07,0.0391749117056976,0.968932257728778,-6.72336903713906e-07,6.98975091916526e-07,87
"9 years","exp_PSD_low_nd","Decreasing autocorrelation","Original simulation","window_start_year",-4.94148544839119e-07,6.27152853811112e-07,-0.787923616764643,0.435063519153608,-1.75892281284346e-06,7.70625723165219e-07,87
"9 years","exp_PSD_low_ni","Increasing autocorrelation","Original simulation","window_start_year",9.13106395777783e-07,6.62625417551905e-07,1.37801293399111,0.175328399120136,-4.23205114809225e-07,2.24941790636479e-06,87
"9 years","exp_PSD_low_ns","Stable autocorrelation","Original simulation","window_start_year",-3.56238462777179e-08,5.20774660891702e-07,-0.0684054908061782,0.94577996049885,-1.08586604245353e-06,1.01461834989809e-06,87
"10 years","exp_PSD_low_cnd","Decreasing autocorrelation","Corrected simulation","window_start_year",-1.47332376970041e-07,4.04375965013297e-07,-0.364345039560391,0.717568459508115,-9.6525996968354e-07,6.70595215743458e-07,88
"10 years","exp_PSD_low_cni","Increasing autocorrelation","Corrected simulation","window_start_year",2.61502074813172e-07,3.48982571208519e-07,0.749327033460716,0.458156316436649,-4.44381803221381e-07,9.67385952847725e-07,88
"10 years","exp_PSD_low_cns","Stable autocorrelation","Corrected simulation","window_start_year",-3.7035770456747e-07,3.98579036750556e-07,-0.929195141788786,0.358503798097177,-1.17655990311982e-06,4.35844493984877e-07,88
"10 years","exp_PSD_low_nd","Decreasing autocorrelation","Original simulation","window_start_year",1.04798018398437e-07,6.66041862692703e-07,0.157344491793287,0.87578515908751,-1.24239880963446e-06,1.45199484643134e-06,88
"10 years","exp_PSD_low_ni","Increasing autocorrelation","Original simulation","window_start_year",8.78239060285252e-07,6.75775453851072e-07,1.29960189480158,0.201367165325377,-4.88645814203031e-07,2.24512393477354e-06,88
"10 years","exp_PSD_low_ns","Stable autocorrelation","Original simulation","window_start_year",5.2034139994568e-07,8.26335502648659e-07,0.629697499717519,0.53256446942294,-1.15107991816577e-06,2.19176271805713e-06,88
"5 years","exp_PSD_low_cnd","Decreasing autocorrelation","Corrected simulation","window_start_year",-2.62814005313259e-07,4.09370513277454e-07,-0.641995446152554,0.52271153912985,-1.07748728952688e-06,5.51859278900359e-07,88
"5 years","exp_PSD_low_cni","Increasing autocorrelation","Corrected simulation","window_start_year",2.46300863909419e-07,3.51577866201513e-07,0.700558503783191,0.485611123656876,-4.53361387340902e-07,9.4596311515974e-07,88
"5 years","exp_PSD_low_cns","Stable autocorrelation","Corrected simulation","window_start_year",2.64439486110052e-08,3.87415091375275e-07,0.0682574045247758,0.945751047122671,-7.44536653576879e-07,7.9742455079889e-07,88
"5 years","exp_PSD_low_nd","Decreasing autocorrelation","Original simulation","window_start_year",-5.44464198846735e-08,5.27946333332976e-07,-0.10312870162569,0.918118909319414,-1.10509310623604e-06,9.96200266466689e-07,88
"5 years","exp_PSD_low_ni","Increasing autocorrelation","Original simulation","window_start_year",6.44277034783094e-07,4.91289531652963e-07,1.31139988392466,0.193474079257665,-3.33420291404696e-07,1.62197436097088e-06,88
"5 years","exp_PSD_low_ns","Stable autocorrelation","Original simulation","window_start_year",1.7460244422952e-07,5.7173299377488e-07,0.305391583362547,0.7608611272421,-9.63182473406165e-07,1.3123873618652e-06,88
"6 years","exp_PSD_low_cnd","Decreasing autocorrelation","Corrected simulation","window_start_year",-7.19796766166919e-07,4.00626144118344e-07,-1.79667946471884,0.07696241640075,-1.51967267081567e-06,8.00791384818278e-08,88
"6 years","exp_PSD_low_cni","Increasing autocorrelation","Corrected simulation","window_start_year",7.24810587576282e-07,3.54902297359867e-07,2.04228203922087,0.0451223788295711,1.62252884631385e-08,1.43339588668942e-06,88
"6 years","exp_PSD_low_cns","Stable autocorrelation","Corrected simulation","window_start_year",1.32346939819246e-07,3.72253959654263e-07,0.355528628740888,0.723327387773087,-6.10882070840564e-07,8.75575950479056e-07,88
"6 years","exp_PSD_low_nd","Decreasing autocorrelation","Original simulation","window_start_year",-8.89152458916534e-07,5.3053449688863e-07,-1.67595597295002,0.0984782977635201,-1.94839875843114e-06,1.70093840598071e-07,88
"6 years","exp_PSD_low_ni","Increasing autocorrelation","Original simulation","window_start_year",9.78181774501921e-07,4.82072687721397e-07,2.0291167689368,0.0464830659275842,1.56925988486698e-08,1.94067095015517e-06,88
"6 years","exp_PSD_low_ns","Stable autocorrelation","Original simulation","window_start_year",2.69219966741254e-07,5.80241480510978e-07,0.463979180709677,0.644189393890285,-8.89269527647176e-07,1.42770946112968e-06,88
"7 years","exp_PSD_low_cnd","Decreasing autocorrelation","Corrected simulation","window_start_year",5.95982725787852e-08,3.73072999010469e-07,0.159749627383548,0.873653117104848,-6.87756750141678e-07,8.06953295299249e-07,88
"7 years","exp_PSD_low_cni","Increasing autocorrelation","Corrected simulation","window_start_year",-2.10433245376913e-07,3.3772266559553e-07,-0.623094825471193,0.535751705788702,-8.86973040775722e-07,4.66106550021896e-07,88
"7 years","exp_PSD_low_cns","Stable autocorrelation","Corrected simulation","window_start_year",-8.35619668248914e-08,3.56433202219575e-07,-0.234439346010797,0.815498969335676,-7.97583471060483e-07,6.304595374107e-07,88
"7 years","exp_PSD_low_nd","Decreasing autocorrelation","Original simulation","window_start_year",1.7691264782035e-08,5.93686747771489e-07,0.0297989888580844,0.976333313386833,-1.17160620259418e-06,1.20698873215825e-06,88
"7 years","exp_PSD_low_ni","Increasing autocorrelation","Original simulation","window_start_year",6.48825560459241e-08,5.59781494416634e-07,0.115906932781942,0.908140948650725,-1.05649452722699e-06,1.18625963931884e-06,88
"7 years","exp_PSD_low_ns","Stable autocorrelation","Original simulation","window_start_year",1.55317539576945e-07,6.5375368615232e-07,0.237578070864991,0.81307543356351,-1.15430846462027e-06,1.46494354377416e-06,88
"8 years","exp_PSD_low_cnd","Decreasing autocorrelation","Corrected simulation","window_start_year",-2.44729960062167e-07,4.29061688481035e-07,-0.570384088424581,0.571023620154105,-1.10696170443451e-06,6.17501784310181e-07,88
"8 years","exp_PSD_low_cni","Increasing autocorrelation","Corrected simulation","window_start_year",9.38463151153928e-07,3.41064532908028e-07,2.75157062844466,0.00829039024779567,2.53068311558904e-07,1.62385799074895e-06,88
"8 years","exp_PSD_low_cns","Stable autocorrelation","Corrected simulation","window_start_year",-1.19537017918958e-07,3.57236060413291e-07,-0.334616325632591,0.739342673562981,-8.37429758735113e-07,5.98355722897197e-07,88
"8 years","exp_PSD_low_nd","Decreasing autocorrelation","Original simulation","window_start_year",-6.5899456793624e-07,6.11468597399815e-07,-1.07772430299532,0.286434011589462,-1.88778671955306e-06,5.69797583680576e-07,88
"8 years","exp_PSD_low_ni","Increasing autocorrelation","Original simulation","window_start_year",1.15589730148516e-06,5.44012081941957e-07,2.12476402612045,0.0386751389410179,6.26640929154798e-08,2.24913051005484e-06,88
"8 years","exp_PSD_low_ns","Stable autocorrelation","Original simulation","window_start_year",3.23531503357268e-07,7.05144988048663e-07,0.458815575294056,0.648395370478534,-1.09351040321112e-06,1.74057340992566e-06,88
"9 years","exp_PSD_low_cnd","Decreasing autocorrelation","Corrected simulation","window_start_year",-7.06432439433275e-07,3.82498616299421e-07,-1.84688887575028,0.071652090274874,-1.47781441513975e-06,6.49495362732035e-08,88
"9 years","exp_PSD_low_cni","Increasing autocorrelation","Corrected simulation","window_start_year",4.64075473276556e-07,3.32103070564231e-07,1.39738386787002,0.169467150439333,-2.05674198469936e-07,1.13382514502305e-06,88
"9 years","exp_PSD_low_cns","Stable autocorrelation","Corrected simulation","window_start_year",-2.71972744527302e-07,3.59143796294041e-07,-0.757280920159985,0.453011493616319,-9.96255236914561e-07,4.52309747859958e-07,88
"9 years","exp_PSD_low_nd","Decreasing autocorrelation","Original simulation","window_start_year",-3.77565933230737e-07,7.14738017163186e-07,-0.528257800990224,0.600036324603631,-1.8189725169353e-06,1.06384065047382e-06,88
"9 years","exp_PSD_low_ni","Increasing autocorrelation","Original simulation","window_start_year",1.26576312591821e-06,6.90532108228956e-07,1.83302573600029,0.0737279268247157,-1.26827590063467e-07,2.65835384189989e-06,88
"9 years","exp_PSD_low_ns","Stable autocorrelation","Original simulation","window_start_year",6.11222936461901e-07,7.88592877157868e-07,0.77508046821927,0.442533759143031,-9.79126167268996e-07,2.2015720401928e-06,88
"10 years","exp_PSD_low_cnd","Decreasing autocorrelation","Corrected simulation","window_start_year",-8.17515049801549e-07,4.62284269627907e-07,-1.7684249789844,0.0848116392977526,-1.75257324445374e-06,1.17543144850643e-07,89
"10 years","exp_PSD_low_cni","Increasing autocorrelation","Corrected simulation","window_start_year",7.26405351482108e-07,3.5629529548145e-07,2.03877334529647,0.0482921173050605,5.73009245996536e-09,1.44708061050425e-06,89
"10 years","exp_PSD_low_cns","Stable autocorrelation","Corrected simulation","window_start_year",-1.14827079060738e-08,3.19494118624763e-07,-0.0359402794502139,0.971513309811981,-6.5772056065353e-07,6.34755144841382e-07,89
"10 years","exp_PSD_low_nd","Decreasing autocorrelation","Original simulation","window_start_year",-1.13908535018642e-06,6.3570822994977e-07,-1.79183672087496,0.0809206129721347,-2.42492661469846e-06,1.46755914325622e-07,89
"10 years","exp_PSD_low_ni","Increasing autocorrelation","Original simulation","window_start_year",1.20468721309351e-06,4.98973926771935e-07,2.41432898285311,0.020555977065767,1.95417182076826e-07,2.21395724411019e-06,89
"10 years","exp_PSD_low_ns","Stable autocorrelation","Original simulation","window_start_year",-9.30513588824585e-08,4.70355004833899e-07,-0.197832186170356,0.844203929082768,-1.04443415635383e-06,8.58331438588915e-07,89
"5 years","exp_PSD_low_cnd","Decreasing autocorrelation","Corrected simulation","window_start_year",-2.43956811572192e-08,3.55981900060709e-07,-0.0685306785346636,0.945534200417203,-7.32822239096693e-07,6.84030876782255e-07,89
"5 years","exp_PSD_low_cni","Increasing autocorrelation","Corrected simulation","window_start_year",6.92696387970705e-07,3.86986513260918e-07,1.78997552688268,0.0772416151426389,-7.74313165886474e-08,1.46282409253006e-06,89
"5 years","exp_PSD_low_cns","Stable autocorrelation","Corrected simulation","window_start_year",6.36565254179088e-07,3.37029823077373e-07,1.88875052173928,0.0625494197016923,-3.41454685990506e-08,1.30727597695723e-06,89
"5 years","exp_PSD_low_nd","Decreasing autocorrelation","Original simulation","window_start_year",-2.45748075364197e-07,4.81593760448265e-07,-0.510280854003292,0.611259803216216,-1.20415020193667e-06,7.12654051208271e-07,89
"5 years","exp_PSD_low_ni","Increasing autocorrelation","Original simulation","window_start_year",9.03242330608257e-07,4.69024109428891e-07,1.9257908334565,0.0576832820922596,-3.01453932526213e-08,1.83663005446914e-06,89
"5 years","exp_PSD_low_ns","Stable autocorrelation","Original simulation","window_start_year",7.874037553818e-07,3.93684617548778e-07,2.00008768512334,0.0488841805865631,3.94639848743161e-09,1.57086111227617e-06,89
"6 years","exp_PSD_low_cnd","Decreasing autocorrelation","Corrected simulation","window_start_year",-8.68520263896543e-07,3.55639255814333e-07,-2.44213834580164,0.0172869954010985,-1.57857694803812e-06,-1.58463579754967e-07,89
"6 years","exp_PSD_low_cni","Increasing autocorrelation","Corrected simulation","window_start_year",7.54510729756881e-07,3.90242029505478e-07,1.9334430243534,0.0574726106468309,-2.46326211334946e-08,1.53365408064726e-06,89
"6 years","exp_PSD_low_cns","Stable autocorrelation","Corrected simulation","window_start_year",2.64781049326379e-07,3.60642479638733e-07,0.73419262642498,0.46543174980219,-4.5526489348305e-07,9.84826992135807e-07,89
"6 years","exp_PSD_low_nd","Decreasing autocorrelation","Original simulation","window_start_year",-9.91343341660715e-07,4.81369709841563e-07,-2.05942193992016,0.043402468988796,-1.95242897669178e-06,-3.02577066296526e-08,89
"6 years","exp_PSD_low_ni","Increasing autocorrelation","Original simulation","window_start_year",8.8698859216164e-07,4.66250519019043e-07,1.90238628372532,0.0614852410262743,-4.39106044298303e-08,1.81788778875311e-06,89
"6 years","exp_PSD_low_ns","Stable autocorrelation","Original simulation","window_start_year",1.3793735532496e-07,4.16069217238293e-07,0.331525019419929,0.741298362071834,-6.92771639634357e-07,9.68646350284276e-07,89
"7 years","exp_PSD_low_cnd","Decreasing autocorrelation","Corrected simulation","window_start_year",-5.11896565617467e-07,3.4359076000721e-07,-1.48984380606371,0.141876338786523,-1.2001915666838e-06,1.76398435448864e-07,89
"7 years","exp_PSD_low_cni","Increasing autocorrelation","Corrected simulation","window_start_year",1.14247794488766e-06,3.73266543978716e-07,3.06075635043467,0.00338693410166718,3.94735205005872e-07,1.89022068476944e-06,89
"7 years","exp_PSD_low_cns","Stable autocorrelation","Corrected simulation","window_start_year",7.14281806256974e-08,3.85478957303971e-07,0.185297223810254,0.853665415907894,-7.00778962904639e-07,8.43635324156033e-07,89
"7 years","exp_PSD_low_nd","Decreasing autocorrelation","Original simulation","window_start_year",-9.10587740867172e-07,4.83367232480227e-07,-1.88384251078588,0.064781983477928,-1.87888866312837e-06,5.77131813940233e-08,89
"7 years","exp_PSD_low_ni","Increasing autocorrelation","Original simulation","window_start_year",1.31776169614343e-06,3.97549089618078e-07,3.31471441026162,0.00161316090611069,5.21375172079596e-07,2.11414822020727e-06,89
"7 years","exp_PSD_low_ns","Stable autocorrelation","Original simulation","window_start_year",-1.48666208481573e-09,5.04157161026371e-07,-0.00294880683989325,0.997657675643341,-1.01143481575159e-06,1.00846149158195e-06,89
"8 years","exp_PSD_low_cnd","Decreasing autocorrelation","Corrected simulation","window_start_year",-7.03040877687557e-07,3.49614472616229e-07,-2.01090324558527,0.0498546141563192,-1.40561746439913e-06,-4.64290975985127e-10,89
"8 years","exp_PSD_low_cni","Increasing autocorrelation","Corrected simulation","window_start_year",8.43325941084352e-07,3.58553392872642e-07,2.35202331883637,0.0227344431728737,1.22785921578818e-07,1.56386596058989e-06,89
"8 years","exp_PSD_low_cns","Stable autocorrelation","Corrected simulation","window_start_year",-3.27726265278704e-08,2.51983845594489e-07,-0.13005844263767,0.897052645151436,-5.39153122791154e-07,4.73607869735413e-07,89
"8 years","exp_PSD_low_nd","Decreasing autocorrelation","Original simulation","window_start_year",-1.06938972946351e-06,5.22341722095755e-07,-2.04729908453966,0.0460099654758663,-2.11907471950658e-06,-1.97047394204349e-08,89
"8 years","exp_PSD_low_ni","Increasing autocorrelation","Original simulation","window_start_year",1.15817694020504e-06,4.61579956814792e-07,2.50915778102072,0.0154580104614338,2.30597289034853e-07,2.08575659137523e-06,89
"8 years","exp_PSD_low_ns","Stable autocorrelation","Original simulation","window_start_year",-2.03025604626333e-07,3.91221177010134e-07,-0.518953514167957,0.606129200384967,-9.89213994186454e-07,5.83162784933787e-07,89
"9 years","exp_PSD_low_cnd","Decreasing autocorrelation","Corrected simulation","window_start_year",-2.92401809538688e-07,3.352878077914e-07,-0.872091984092086,0.388001829066367,-9.68574116007802e-07,3.83770496930426e-07,89
"9 years","exp_PSD_low_cni","Increasing autocorrelation","Corrected simulation","window_start_year",8.27218299689773e-07,3.89270044302194e-07,2.12504997956533,0.0393687424983956,4.21804379524686e-08,1.61225616142708e-06,89
"9 years","exp_PSD_low_cns","Stable autocorrelation","Corrected simulation","window_start_year",2.29324802022305e-07,3.59317303507257e-07,0.638223652977161,0.526712708342982,-4.95307601008356e-07,9.53957205052965e-07,89
"9 years","exp_PSD_low_nd","Decreasing autocorrelation","Original simulation","window_start_year",-1.55766306468282e-07,5.25708138894774e-07,-0.296298069106858,0.768428842694486,-1.21595780924795e-06,9.04425196311386e-07,89
"9 years","exp_PSD_low_ni","Increasing autocorrelation","Original simulation","window_start_year",1.63345639955242e-06,5.28391747409421e-07,3.09137379143574,0.00349030914396822,5.67852884415478e-07,2.69905991468935e-06,89
"9 years","exp_PSD_low_ns","Stable autocorrelation","Original simulation","window_start_year",7.16970628019038e-07,4.59945947033e-07,1.55881497085482,0.126370630251696,-2.10598775428867e-07,1.64454003146694e-06,89
"10 years","exp_PSD_low_cnd","Decreasing autocorrelation","Corrected simulation","window_start_year",-6.96887532639117e-07,3.24911368348377e-07,-2.14485426035293,0.0382513652738504,-1.3540828072141e-06,-3.96922580641357e-08,90
"10 years","exp_PSD_low_cni","Increasing autocorrelation","Corrected simulation","window_start_year",8.27639847326117e-07,3.13471665014715e-07,2.64023814492856,0.0118522957953559,1.93583556812048e-07,1.46169613784019e-06,90
"10 years","exp_PSD_low_cns","Stable autocorrelation","Corrected simulation","window_start_year",1.66002521537754e-07,3.55682417380257e-07,0.46671556823199,0.643300194923296,-5.53433074514016e-07,8.85438117589525e-07,90
"10 years","exp_PSD_low_nd","Decreasing autocorrelation","Original simulation","window_start_year",-4.13696120888258e-07,4.61689972467935e-07,-0.896047446464715,0.375725094136912,-1.34755223607117e-06,5.20159994294657e-07,90
"10 years","exp_PSD_low_ni","Increasing autocorrelation","Original simulation","window_start_year",1.15473803494902e-06,5.26617807077106e-07,2.19274399655829,0.0343567672954129,8.95529782444836e-08,2.21992309165355e-06,90
"10 years","exp_PSD_low_ns","Stable autocorrelation","Original simulation","window_start_year",1.07317692227206e-06,6.84020022806298e-07,1.56892618123836,0.124744065276875,-3.10384166981577e-07,2.4567380115257e-06,90
"5 years","exp_PSD_low_cnd","Decreasing autocorrelation","Corrected simulation","window_start_year",-6.05657354591648e-07,3.30130688015846e-07,-1.83459877126775,0.0702826744192242,-1.26263836104555e-06,5.13236518622504e-08,90
"5 years","exp_PSD_low_cni","Increasing autocorrelation","Corrected simulation","window_start_year",3.91767523626422e-07,3.75497599649648e-07,1.04332896932485,0.299938510817184,-3.5549651420519e-07,1.13903156145803e-06,90
"5 years","exp_PSD_low_cns","Stable autocorrelation","Corrected simulation","window_start_year",3.54418687413966e-07,3.60310261757603e-07,0.983648607966652,0.328253885085777,-3.62621584812454e-07,1.07145895964039e-06,90
"5 years","exp_PSD_low_nd","Decreasing autocorrelation","Original simulation","window_start_year",-2.91562231325967e-07,3.89043768999863e-07,-0.749432980447167,0.455794413704628,-1.06578400527956e-06,4.82659542627626e-07,90
"5 years","exp_PSD_low_ni","Increasing autocorrelation","Original simulation","window_start_year",7.1071482977191e-07,4.1361473516238e-07,1.71830152398437,0.0896097424547402,-1.12404725166588e-07,1.53383438471041e-06,90
